ID,WEIGHT,LENGTH
20191159,19.75,75.5
20191160,7.5,49.6
20191161,7.0,50.7
20191162,8.25,52.9
20191163,3.61,45.6
20191164,2.315,32.5
20191165,7.175,53.7
20191166,3.02,35.0
20191167,2.8,33.5
20191168,4.95,45.2
20191169,3.72,42.5
20191170,4.25,42.2
20191171,1.5,28.0
20191172,4.1,42.0
20191173,2.25,33.0
20191174,4.8,40.6
20191175,1.2,29.4
20191176,1.5,31.8
20191177,3.88,46.5
20191178,3.4,34.5
20191179,3.75,40.6
20191180,3.0,37.9
20191181,4.5,45.5
20191182,2.295,35.8
20191183,4.375,43.0
20191184,1.475,28.5
20191185,3.85,35.9
20191186,15.6,66.4
20191187,2.07,32.3
20191188,1.875,31.9
20191189,5.125,44.1
20191190,4.795,41.0
20191191,6.125,49.0
20191192,4.0,36.5
20191193,1.04,26.3
20191194,7.58,53.4
20191195,1.62,30.9
20191196,5.0,44.6
20191197,3.595,43.8
20191198,3.5,49.6
20191199,3.065,41.2
20191200,1.98,34.3
20191201,2.7,35.0
20191202,4.25,42.4
20191203,1.405,27.5
20191204,7.765,52.1
20191205,4.625,43.5
20191206,3.23,39.7
20191207,2.65,31.8
20191208,2.0,34.5
20191209,4.57,43.2
20191210,2.5,35.0
20191211,6.445,47.3
20191212,4.5,37.1
20191213,5.55,57.0
20191214,3.725,40.2
20191215,2.87,35.2
20191216,1.125,28.1
20191217,2.28,35.5
20191218,3.41,39.0
20191219,3.625,38.8
20191220,4.5,47.3
20191221,1.05,28.3
20191222,3.65,39.0
20191223,4.6,36.7
20191224,1.375,32.6
20191225,3.25,46.9
20191226,3.49,35.9
20191227,3.45,41.0
20191228,3.125,42.7
20191229,1.5,27.8
20191230,3.34,40.3
20191231,5.355,47.6
20191232,2.775,38.0
20191233,3.73,42.8
20191234,1.45,31.5
20191235,2.45,41.5
20191236,2.75,37.5
20191237,4.625,44.7
20191238,1.765,34.5
20191239,1.565,30.4
20191240,1.18,31.5
20191241,2.12,35.0
20191242,4.25,42.5
20191243,1.875,32.0
20191244,4.05,41.1
20191245,2.595,42.0
20191246,3.5,46.0
20191247,7.625,48.8
20191248,4.625,44.6
20191249,2.0,30.5
20191250,1.36,27.2
20191251,1.175,28.6
20191252,4.25,49.0
20191253,2.45,36.6
20191254,1.88,31.2
20191255,6.5,54.0
20191256,2.535,36.5
20191257,4.3,45.0
20191258,3.5,41.0
20191259,3.425,40.2
20191260,4.225,44.5
20191261,9.525,56.6
20191262,2.19,33.0
20191263,2.875,39.1
20191264,1.16,29.3
20191265,8.2,44.0
20191266,1.88,31.5
20191267,2.085,31.8
20191268,5.0,47.0
20191269,4.29,47.3
20191270,5.75,51.0
20191271,3.615,41.5
20191272,2.28,38.5
20191273,5.75,48.0
20191274,3.55,39.8
20191275,4.125,41.7
20191276,4.35,41.6
20191277,5.5,48.0
20191278,2.74,38.0
20191279,10.125,52.7
20191280,1.95,30.8
20191281,4.375,28.0
20191282,7.5,55.2
20191283,7.25,50.0
20191284,2.71,33.9
20191285,1.75,28.6
20191286,1.82,33.4
20191287,5.625,50.3
20191288,2.75,36.6
20191289,8.125,54.3
20191290,2.75,37.6
20191291,1.775,30.2
20191292,11.125,59.5
20191293,4.7,39.2
20191294,3.25,38.7
20191295,3.25,34.4
20191296,7.715,59.5
20191297,2.385,34.6
20191298,7.0,49.2
20191299,1.92,34.1
20191300,2.25,32.3
20191301,1.94,32.5
20191302,3.37,46.4
20191303,1.125,27.2
20191304,4.825,46.0
20191305,3.65,40.5
20191306,3.75,40.9
20191307,2.23,33.3
20191308,3.2,33.7
20191309,1.5,29.0
20191310,3.95,36.3
20191311,2.7,31.7
20191312,4.0,44.2
20191313,2.035,32.1
20191314,1.155,27.0
20191315,2.325,35.5
20191316,1.945,31.8
20191317,1.8,30.6
20191318,5.675,47.6
20191319,2.1,32.5
20191320,4.4,45.5
20191321,6.3,51.0
20191322,3.615,42.0
20191323,4.56,42.9
20191324,3.25,33.0
20191325,2.035,33.0
20191326,4.91,39.0
20191327,1.675,38.5
20191328,1.55,30.5
20191329,6.7,50.2
20191330,6.0,45.7
20191331,3.9,46.8
20191332,1.02,26.0
20191333,5.0,45.7
20191334,4.025,41.3
20191335,1.44,30.3
20191336,6.0,47.9
20191337,6.125,48.3
20191338,4.195,43.0
20191339,2.32,38.5
20191340,3.615,41.4
20191341,12.75,60.4
20191342,4.7,45.0
20191343,3.95,40.8
20191344,7.755,55.1
20191345,6.625,46.3
20191346,2.61,36.2
20191347,5.165,46.3
20191348,1.725,29.8
20191349,4.825,45.5
20191350,2.545,36.0
20191351,4.055,44.0
20191352,1.155,26.8
20191353,7.035,51.5
20191354,2.34,34.3
20191355,3.115,37.3
20191356,3.875,46.2
20191357,2.0,34.9
20191358,3.5,41.0
20191359,2.94,34.0
20191360,4.0,44.8
20191361,1.125,28.3
20191362,2.875,40.2
20191363,2.8,40.4
20191364,1.5,31.3
20191365,2.05,30.0
20191366,8.0,52.2
20191367,1.625,30.5
20191368,5.775,45.5
20191369,1.985,34.5
20191370,3.25,36.2
20191371,4.855,48.4
20191372,7.75,52.9
20191373,2.475,37.0
20191374,1.825,28.1
20191375,2.75,35.8
20191376,3.875,40.8
20191377,3.75,38.4
20191378,1.0,27.5
20191379,4.625,42.8
20191380,6.875,42.0
20191381,4.5,47.2
20191382,1.85,36.0
20191383,2.76,40.5
20191384,1.765,32.1
20191385,4.35,52.5
20191386,3.94,35.5
20191387,1.135,29.2
20191388,1.825,30.4
20191389,5.2,44.6
20191390,5.5,44.7
20191391,2.85,36.5
20191392,1.375,26.5
20191393,1.755,31.0
20191394,1.075,25.6
20191395,6.18,57.1
20191396,4.25,41.0
20191397,5.0,46.0
20191398,3.01,38.4
20191399,3.655,43.2
20191400,3.0,36.5
20191401,3.8,44.8
20191402,2.125,37.0
20191403,9.0,54.0
20191404,5.53,49.5
20191405,1.25,28.5
20191406,1.185,28.5
20191407,4.155,41.5
20191408,2.625,38.2
20191409,3.215,41.1
20191410,7.25,41.0
20191411,4.2,35.4
20191412,1.625,32.1
20191413,4.25,37.0
20191414,5.14,46.7
20191415,1.925,33.9
20191416,2.49,33.8
20191417,2.485,33.4
20191418,8.53,35.0
20191419,1.025,27.6
20191420,10.75,60.7
20191421,8.3,53.8
20191422,2.95,41.0
20191423,2.22,33.5
20191424,3.9,36.0
20191425,1.105,29.1
20191426,1.7,31.3
20191427,4.75,38.5
20191428,2.45,33.6
20191429,6.25,49.0
20191430,6.27,52.3
20191431,4.805,45.1
20191432,2.625,34.6
20191433,3.25,36.5
20191434,5.05,48.8
20191435,2.02,33.2
20191436,4.28,41.5
20191437,2.125,37.7
20191438,2.02,36.0
20191439,2.525,35.8
20191440,3.3,34.3
20191441,1.41,33.7
20191442,2.55,36.2
20191443,3.15,37.5
20191444,3.43,43.1
20191445,6.205,51.5
20191446,3.4,40.0
20191447,2.25,37.2
20191448,9.55,51.6
20191449,1.64,33.8
20191450,1.62,29.4
20191451,1.925,30.1
20191452,3.12,37.6
20191453,3.0,33.1
20191454,1.535,32.8
20191455,2.725,38.0
20191456,4.5,46.1
20191457,4.625,48.5
20191458,4.335,45.2
20191459,2.0,32.5
20191460,3.9,35.9
20191461,5.5,45.2
20191462,2.71,34.0
20191463,2.25,35.8
20191464,5.89,48.0
20191465,1.44,28.7
20191466,2.3,31.7
20191467,2.855,34.5
20191468,1.835,32.2
20191469,5.5,47.6
20191470,1.585,31.1
20191471,5.75,48.1
20191472,1.625,31.0
20191473,1.93,30.5
20191474,2.5,37.2
20191475,4.525,38.8
20191476,3.71,40.0
20191477,3.0,35.1
20191478,5.56,47.6
20191479,1.745,36.0
20191480,4.1,36.2
20191481,2.14,32.9
20191482,1.08,28.5
20191483,1.75,33.6
20191484,4.0,42.9
20191485,3.575,41.0
20191486,2.55,36.7
20191487,1.525,28.2
20191488,1.09,29.0
20191489,1.3,24.8
20191490,6.05,47.6
20191491,2.55,34.9
20191492,6.0,47.8
20191493,1.7,32.0
20191494,3.16,41.0
20191495,2.69,39.2
20191496,3.495,43.1
20191497,4.0,46.1
20191498,1.86,39.7
20191499,3.75,42.5
20191500,1.5,29.8
20191501,1.96,30.5
20191502,2.77,37.4
20191503,2.45,34.5
20191504,3.05,33.8
20191505,3.94,42.0
20191506,3.32,39.0
20191507,2.375,30.4
20191508,2.665,39.4
20191509,5.0,50.3
20191510,1.75,31.0
20191511,4.185,45.5
20191512,2.625,36.5
20191513,6.6,50.3
20191514,1.0,21.5
20191515,1.735,30.6
20191516,4.0,39.5
20191517,2.675,38.2
20191518,4.75,45.7
20191519,1.95,32.9
20191520,6.71,50.0
20191521,2.505,35.2
20191522,6.25,46.2
20191523,15.75,65.4
20191524,3.95,41.6
20191525,2.65,33.1
20191526,4.0,38.6
20191527,2.75,31.3
20191528,3.385,35.5
20191529,2.15,31.5
20191530,3.25,49.2
20191531,2.66,37.5
20191532,2.75,39.0
20191533,6.43,50.9
20191534,7.125,50.7
20191535,1.825,31.2
20191536,3.875,41.0
20191537,2.535,37.0
20191538,4.82,39.0
20191539,5.1,55.3
20191540,1.25,26.8
20191541,2.75,35.4
20191542,1.5,33.0
20191543,5.7,50.2
20191544,3.375,43.1
20191545,5.26,46.8
20191546,3.395,37.0
20191547,2.305,35.5
20191548,4.01,35.1
20191549,1.0,22.9
20191550,1.0,30.0
20191551,1.8,27.9
20191552,4.625,46.7
20191553,3.125,39.5
20191554,5.3,44.0
20191555,2.25,33.5
20191556,1.775,32.3
20191557,3.01,39.0
20191558,3.36,42.2
20191559,2.64,40.6
20191560,1.02,27.5
20191561,1.625,31.3
20191562,8.25,49.7
20191563,3.2,33.1
20191564,2.365,33.2
20191565,3.1,41.0
20191566,4.875,38.9
20191567,2.75,38.7
20191568,1.375,30.2
20191569,3.3,41.2
20191570,1.76,38.6
20191571,3.025,38.2
20191572,7.75,50.7
20191573,3.75,42.0
20191574,1.635,31.1
20191575,2.18,35.0
20191576,11.35,66.0
20191577,1.75,28.5
20191578,2.965,36.3
20191579,5.245,51.3
20191580,3.815,34.9
20191581,2.875,35.3
20191582,4.095,39.9
20191583,4.45,32.6
20191584,2.495,30.8
20191585,1.875,33.8
20191586,6.55,41.7
20191587,1.265,29.3
20191588,3.08,36.8
20191589,1.675,30.5
20191590,2.75,36.8
20191591,2.035,33.5
20191592,3.69,38.5
20191593,3.4,35.0
20191594,1.97,31.8
20191595,4.25,44.4
20191596,1.095,30.8
20191597,1.6,30.0
20191598,2.795,35.0
20191599,2.55,42.2
20191600,2.25,34.5
20191601,4.735,46.3
20191602,5.5,39.6
20191603,2.665,35.6
20191604,1.875,30.3
20191605,2.64,46.5
20191606,6.75,52.7
20191607,7.25,50.3
20191608,7.86,50.5
20191609,13.25,63.7
20191610,3.125,40.0
20191611,1.365,30.3
20191612,3.9,44.5
20191613,2.25,36.2
20191614,9.45,51.5
20191615,2.16,34.0
20191616,1.6,30.0
20191617,5.125,47.2
20191618,5.75,47.0
20191619,2.25,34.6
20191620,2.235,37.1
20191621,2.88,38.0
20191622,8.875,65.4
20191623,4.865,43.8
20191624,2.475,35.0
20191625,7.75,51.4
20191626,1.62,39.5
20191627,1.375,29.5
20191628,4.86,44.0
20191629,1.525,34.7
20191630,3.855,36.8
20191631,7.2,53.0
20191632,10.7,48.5
20191633,3.23,38.5
20191634,4.625,43.2
20191635,1.35,27.5
20191636,1.495,32.2
20191637,4.375,42.1
20191638,3.9,41.5
20191639,2.45,35.6
20191640,3.75,41.2
20191641,4.78,44.1
20191642,4.59,46.1
20191643,5.46,47.8
20191644,2.455,35.3
20191645,5.61,43.2
20191646,10.05,56.0
20191647,7.0,50.4
20191648,3.25,35.3
20191649,1.48,27.8
20191650,3.985,43.9
20191651,3.02,36.0
20191652,4.0,40.6
20191653,1.235,31.0
20191654,3.25,36.9
20191655,2.75,37.3
20191656,3.365,41.1
20191657,1.9,31.7
20191658,5.0,48.3
20191659,4.0,37.2
20191660,3.58,40.5
20191661,3.25,44.5
20191662,4.0,40.3
20191663,2.915,39.9
20191664,3.77,43.5
20191665,1.605,31.3
20191666,1.735,34.4
20191667,2.0,30.5
20191668,2.2,37.1
20191669,3.0,35.0
20191670,2.705,38.0
20191671,2.535,37.4
20191672,1.64,30.9
20191673,3.805,43.2
20191674,2.75,35.1
20191675,3.58,36.0
20191676,6.95,50.1
20191677,3.53,41.0
20191678,3.5,40.0
20191679,1.205,24.3
20191680,2.075,28.7
20191681,10.035,58.1
20191682,4.45,38.3
20191683,4.925,43.3
20191684,4.07,45.8
20191685,3.63,40.0
20191686,6.375,49.1
20191687,2.5,36.6
20191688,2.5,33.6
20191689,4.125,35.5
20191690,5.0,45.2
20191691,2.16,33.0
20191692,2.145,32.0
20191693,3.32,43.2
20191694,5.0,47.5
20191695,1.575,32.2
20191696,6.75,40.3
20191697,2.395,33.3
20191698,3.0,37.1
20191699,5.04,45.6
20191700,3.01,37.2
20191701,3.48,39.0
20191702,2.4,35.1
20191703,5.385,56.9
20191704,3.49,43.2
20191705,12.0,59.0
20191706,5.185,54.9
20191707,4.4,43.4
20191708,4.51,43.7
20191709,2.875,36.8
20191710,5.95,49.5
20191711,1.045,28.5
20191712,5.84,50.0
20191713,2.625,38.3
20191714,4.125,42.5
20191715,1.945,36.0
20191716,5.95,47.1
20191717,3.0,40.8
20191718,1.8,33.1
20191719,4.5,37.9
20191720,2.25,35.7
20191721,1.06,28.0
20191722,2.2,36.7
20191723,1.75,28.4
20191724,5.0,45.9
20191725,3.25,38.1
20191726,2.65,36.6
20191727,4.73,49.3
20191728,1.8,32.7
20191729,7.375,51.2
20191730,1.095,29.0
20191731,7.28,52.8
20191732,2.875,40.8
20191733,5.25,46.7
20191734,10.5,56.7
20191735,4.125,44.9
20191736,8.25,56.5
20191737,4.135,44.4
20191738,2.935,39.3
20191739,1.09,27.6
20191740,7.0,49.3
20191741,1.365,32.8
20191742,3.945,40.8
20191743,5.0,46.6
20191744,5.375,45.7
20191745,4.625,47.2
20191746,16.3,69.9
20191747,2.375,33.0
20191748,4.8,48.0
20191749,2.0,34.1
20191750,1.3,26.0
20191751,3.25,34.6
20191752,1.98,32.7
20191753,2.21,36.2
20191754,1.25,30.4
20191755,1.895,31.5
20191756,6.55,47.7
20191757,4.665,44.0
20191758,2.575,37.0
20191759,2.205,35.0
20191760,1.05,28.5
20191761,11.25,61.4
20191762,5.5,40.0
20191763,2.25,35.0
20191764,12.625,64.5
20191765,15.5,68.0
20191766,4.645,45.0
20191767,3.65,40.5
20191768,3.875,36.6
20191769,7.895,61.4
20191770,4.95,46.4
20191771,1.315,30.4
20191772,3.965,38.5
20191773,8.375,62.6
20191774,7.34,58.5
20191775,1.7,30.7
20191776,3.12,38.6
20191777,2.615,38.0
20191778,1.92,32.0
20191779,3.5,43.0
20191780,3.75,39.2
20191781,3.27,36.8
20191782,3.25,35.0
20191783,2.58,36.3
20191784,1.69,31.0
20191785,4.2,41.3
20191786,2.5,33.3
20191787,5.105,46.8
20191788,4.59,43.0
20191789,3.85,35.2
20191790,4.9,47.7
20191791,2.055,34.3
20191792,2.625,36.5
20191793,3.0,37.2
20191794,3.6,36.5
20191795,1.55,28.0
20191796,1.775,29.0
20191797,5.75,47.9
20191798,2.46,34.0
20191799,6.5,49.5
20191800,2.05,30.0
20191801,2.25,35.0
20191802,4.705,40.0
20191803,2.625,40.0
20191804,1.845,30.1
20191805,3.75,40.4
20191806,6.615,59.7
20191807,7.3,52.5
20191808,2.54,36.1
20191809,4.375,43.1
20191810,6.375,50.4
20191811,2.46,38.5
20191812,2.75,33.6
20191813,1.625,28.8
20191814,1.625,30.1
20191815,14.4,65.5
20191816,2.44,37.5
20191817,1.69,32.5
20191818,2.075,34.5
20191819,2.065,36.6
20191820,1.475,26.8
20191821,8.055,56.2
20191822,4.575,45.5
20191823,4.455,42.4
20191824,4.25,42.0
20191825,1.1,28.3
20191826,10.25,59.8
20191827,4.25,40.8
20191828,3.625,36.4
20191829,3.0,38.4
20191830,2.9,37.1
20191831,13.75,66.4
20191832,1.3,26.4
20191833,4.0,36.2
20191834,2.045,29.5
20191835,5.325,45.7
20191836,2.695,40.0
20191837,6.375,53.6
20191838,2.61,35.0
20191839,1.65,25.8
20191840,4.615,40.2
20191841,1.45,27.7
20191842,5.065,43.3
20191843,3.45,34.0
20191844,6.18,53.7
20191845,3.92,43.5
20191846,1.625,32.4
20191847,3.23,39.3
20191848,3.765,40.7
20191849,2.0,29.3
20191850,4.1,43.6
20191851,1.535,32.0
20191852,3.7,39.6
20191853,1.1,29.5
20191854,1.775,33.4
20191855,1.1,29.0
20191856,3.655,39.2
20191857,1.225,28.5
20191858,5.3,48.5
20191859,1.275,30.4
20191860,2.225,34.0
20191861,4.54,38.9
20191862,1.65,34.3
20191863,4.705,37.0
20191864,3.5,41.4
20191865,1.35,30.8
20191866,1.26,30.6
20191867,3.775,44.0
20191868,4.605,45.6
20191869,4.45,43.7
20191870,4.25,40.4
20191871,2.25,35.0
20191872,3.0,40.5
20191873,3.305,41.5
20191874,1.705,35.6
20191875,4.05,40.1
20191876,3.6,35.4
20191877,3.25,39.0
20191878,2.335,36.4
20191879,1.74,29.9
20191880,1.87,31.8
20191881,3.125,42.0
20191882,2.91,40.0
20191883,5.3,46.9
20191884,2.025,35.1
20191885,9.7,38.3
20191886,12.25,59.0
20191887,1.125,38.7
20191888,3.85,42.0
20191889,3.0,40.2
20191890,1.3,26.1
20191891,6.375,50.5
20191892,3.99,42.6
20191893,1.72,30.6
20191894,2.205,32.2
20191895,2.3,35.0
20191896,3.735,42.0
20191897,2.6,31.4
20191898,6.4,46.7
20191899,1.5,33.2
20191900,1.5,27.5
20191901,2.49,38.2
20191902,6.8,53.5
20191903,2.82,37.7
20191904,9.865,68.0
20191905,1.5,30.2
20191906,4.0,38.1
20191907,8.0,49.5
20191908,1.5,29.9
20191909,3.875,44.1
20191910,2.65,39.2
20191911,4.665,46.2
20191912,2.88,41.0
20191913,2.75,40.3
20191914,2.095,32.6
20191915,6.65,49.1
20191916,1.4,30.0
20191917,3.345,42.1
20191918,2.625,33.8
20191919,5.0,45.0
20191920,1.605,28.5
20191921,4.0,38.1
20191922,1.075,28.5
20191923,1.93,36.5
20191924,2.455,37.7
20191925,1.0,25.0
20191926,10.615,63.4
20191927,2.095,33.3
20191928,3.295,36.8
20191929,5.75,47.7
20191930,2.5,36.3
20191931,5.0,44.1
20191932,6.28,53.1
20191933,4.225,44.9
20191934,1.115,30.0
20191935,4.25,36.0
20191936,5.505,48.0
20191937,7.25,60.0
20191938,5.2,46.8
20191939,5.5,45.8
20191940,2.015,34.1
20191941,3.325,34.0
20191942,2.435,32.5
20191943,1.8,38.0
20191944,1.84,31.0
20191945,2.0,34.3
20191946,1.01,28.0
20191947,4.0,36.6
20191948,2.0,35.1
20191949,1.96,33.2
20191950,8.515,48.5
20191951,4.75,45.8
20191952,4.66,45.0
20191953,1.9,34.5
20191954,5.25,46.5
20191955,1.55,30.8
20191956,4.5,45.2
20191957,3.0,33.2
20191958,4.375,48.7
20191959,2.125,37.5
20191960,3.7,34.0
20191961,3.005,39.5
20191962,5.0,43.0
20191963,1.875,30.6
20191964,1.375,30.1
20191965,2.25,31.6
20191966,7.265,49.0
20191967,1.76,34.0
20191968,4.3,36.6
20191969,1.77,30.4
20191970,4.75,46.7
20191971,1.375,31.0
20191972,5.07,44.2
20191973,1.625,29.3
20191974,6.335,48.4
20191975,7.25,50.0
20191976,1.95,31.6
20191977,1.125,29.2
20191978,2.625,33.5
20191979,5.0,47.7
20191980,5.7,40.3
20191981,3.335,36.1
20191982,7.25,48.8
20191983,1.14,28.6
20191984,2.855,40.5
20191985,8.25,53.3
20191986,6.405,48.9
20191987,6.845,49.7
20191988,3.04,39.2
20191989,9.1,53.6
20191990,4.25,41.0
20191991,1.2,25.5
20191992,1.63,30.0
20191993,1.4,29.2
20191994,4.17,43.2
20191995,1.83,31.0
20191996,2.75,32.0
20191997,3.845,40.8
20191998,3.5,43.2
20191999,5.93,50.0
20192000,2.625,37.3
20192001,5.925,48.5
20192002,10.45,52.6
20192003,3.25,36.6
20192004,2.92,40.6
20192005,2.04,35.2
20192006,3.125,34.1
20192007,1.665,29.7
20192008,4.5,44.6
20192009,4.895,45.9
20192010,6.0,45.4
20192011,6.105,47.4
20192012,4.0,44.8
20192013,1.745,30.5
20192014,6.21,51.3
20192015,3.035,41.3
20192016,2.0,35.2
20192017,5.5,45.5
20192018,3.695,40.3
20192019,2.375,32.5
20192020,5.25,47.0
20192021,1.9,30.5
20192022,2.2,35.4
20192023,2.405,32.5
20192024,5.075,47.4
20192025,5.425,40.2
20192026,5.2,46.6
20192027,1.5,32.5
20192028,4.15,45.0
20192029,3.59,38.1
20192030,6.975,44.0
20192031,2.4,36.8
20192032,4.2,36.0
20192033,16.75,76.0
20192034,2.635,39.8
20192035,2.55,33.4
20192036,3.875,41.2
20192037,7.74,56.0
20192038,5.025,46.0
20192039,1.82,32.6
20192040,2.5,35.5
20192041,2.5,33.0
20192042,3.51,45.6
20192043,1.565,26.5
20192044,4.7,39.6
20192045,4.205,44.0
20192046,3.75,34.4
20192047,7.0,58.6
20192048,2.635,37.0
20192049,1.37,31.2
20192050,2.25,31.0
20192051,4.25,41.7
20192052,3.75,35.7
20192053,3.875,36.0
20192054,3.75,34.0
20192055,1.15,26.6
20192056,2.56,35.7
20192057,3.045,40.0
20192058,1.445,32.0
20192059,1.64,29.7
20192060,1.375,30.3
20192061,4.975,46.3
20192062,1.625,32.3
20192063,3.875,42.0
20192064,1.095,29.0
20192065,7.1,44.0
20192066,2.75,35.7
20192067,3.79,39.1
20192068,2.025,33.4
20192069,1.385,33.9
20192070,2.4,35.1
20192071,2.41,32.5
20192072,5.15,48.0
20192073,5.55,48.0
20192074,1.24,28.6
20192075,11.905,48.5
20192076,4.25,43.6
20192077,4.29,44.5
20192078,4.045,38.2
20192079,5.265,47.2
20192080,3.55,43.0
20192081,2.125,36.8
20192082,2.2,39.0
20192083,5.0,44.1
20192084,4.59,47.3
20192085,4.185,43.5
20192086,1.975,33.7
20192087,3.0,36.3
20192088,2.46,34.2
20192089,2.5,38.5
20192090,2.345,37.5
20192091,2.75,34.8
20192092,4.2,36.6
20192093,1.5,31.0
20192094,5.75,46.0
20192095,1.5,31.1
20192096,1.875,34.0
20192097,2.79,37.5
20192098,3.225,40.0
20192099,5.695,48.6
20192100,2.355,34.0
20192101,5.5,45.9
20192102,4.75,43.0
20192103,2.16,32.4
20192104,4.5,43.5
20192105,3.75,40.9
20192106,2.375,33.6
20192107,3.83,44.5
20192108,3.46,38.5
20192109,2.85,44.7
20192110,10.0,54.2
20192111,1.1,27.5
20192112,1.45,25.5
20192113,5.3,45.9
20192114,3.3,38.0
20192115,3.625,41.5
20192116,1.47,26.5
20192117,3.925,43.5
20192118,1.05,30.1
20192119,5.67,44.9
20192120,2.1,33.0
20192121,3.75,46.2
20192122,5.255,52.3
20192123,1.935,35.5
20192124,2.6,37.4
20192125,7.68,46.3
20192126,3.565,40.0
20192127,4.46,41.8
20192128,5.0,38.6
20192129,1.965,31.5
20192130,3.5,35.5
20192131,5.2,38.5
20192132,2.12,32.2
20192133,12.4,61.7
20192134,1.75,29.7
20192135,5.375,49.1
20192136,5.525,54.5
20192137,3.0,35.3
20192138,1.545,29.0
20192139,2.125,35.3
20192140,1.35,29.5
20192141,3.625,41.6
20192142,1.85,32.2
20192143,2.625,34.0
20192144,5.9,47.5
20192145,2.63,33.3
20192146,2.75,34.7
20192147,10.6,62.8
20192148,6.125,49.0
20192149,2.24,34.2
20192150,2.41,37.2
20192151,3.155,40.1
20192152,1.975,45.4
20192153,4.625,42.2
20192154,8.75,53.1
20192155,4.75,40.2
20192156,1.75,34.0
20192157,2.38,33.5
20192158,2.07,33.4
20192159,2.645,34.8
20192160,4.98,44.2
20192161,7.4,52.3
20192162,1.635,32.0
20192163,1.865,33.6
20192164,7.25,51.2
20192165,5.55,44.9
20192166,1.475,29.4
20192167,2.255,36.5
20192168,4.275,42.1
20192169,3.905,44.7
20192170,1.26,31.0
20192171,2.61,37.3
20192172,10.9,46.8
20192173,4.195,43.2
20192174,12.75,63.6
20192175,1.375,28.5
20192176,1.685,30.9
20192177,4.55,44.0
20192178,2.89,35.9
20192179,1.8,32.0
20192180,2.355,33.9
20192181,10.75,56.1
20192182,1.215,29.4
20192183,2.23,31.8
20192184,2.535,34.0
20192185,5.5,46.1
20192186,6.975,52.2
20192187,2.5,38.2
20192188,3.835,44.6
20192189,1.525,31.0
20192190,2.125,36.5
20192191,3.375,41.3
20192192,8.6,56.0
20192193,2.74,36.6
20192194,7.375,52.9
20192195,4.16,44.0
20192196,6.1,50.1
20192197,1.425,29.0
20192198,2.775,37.5
20192199,1.79,30.5
20192200,3.055,35.5
20192201,14.625,66.0
20192202,1.785,31.0
20192203,1.11,29.0
20192204,3.06,40.1
20192205,3.0,33.5
20192206,2.9,34.0
20192207,1.25,23.3
20192208,4.68,52.3
20192209,1.9,25.8
20192210,3.125,36.2
20192211,2.475,33.5
20192212,4.625,43.8
20192213,5.71,46.2
20192214,4.17,43.6
20192215,6.5,46.7
20192216,4.625,41.2
20192217,5.855,46.2
20192218,3.75,42.0
20192219,2.225,37.4
20192220,1.25,28.8
20192221,1.685,31.5
20192222,2.64,36.3
20192223,5.195,43.8
20192224,1.59,29.2
20192225,2.53,40.5
20192226,6.25,49.0
20192227,1.815,27.5
20192228,3.61,42.0
20192229,2.0,28.8
20192230,1.785,33.1
20192231,2.165,35.0
20192232,2.2,33.1
20192233,5.25,43.5
20192234,4.25,42.5
20192235,3.0,37.0
20192236,3.55,36.3
20192237,1.04,31.5
20192238,3.825,40.1
20192239,4.0,42.8
20192240,2.0,30.5
20192241,1.88,31.2
20192242,5.225,49.0
20192243,6.23,47.5
20192244,2.225,33.0
20192245,1.87,36.3
20192246,5.67,45.8
20192247,5.625,47.7
20192248,1.815,31.8
20192249,2.075,37.2
20192250,2.925,33.3
20192251,7.5,52.4
20192252,1.0,26.2
20192253,1.05,27.5
20192254,4.805,46.0
20192255,3.75,37.3
20192256,1.0,28.6
20192257,1.03,27.6
20192258,3.97,42.2
20192259,1.0,23.3
20192260,5.57,49.5
20192261,5.5,45.7
20192262,8.15,54.0
20192263,4.0,43.0
20192264,2.895,38.3
20192265,1.875,34.2
20192266,2.695,37.0
20192267,3.25,40.7
20192268,1.865,32.7
20192269,1.675,32.2
20192270,1.625,29.6
20192271,4.355,42.5
20192272,2.75,35.8
20192273,8.0,51.6
20192274,4.1,44.4
20192275,3.715,40.1
20192276,5.14,46.4
20192277,5.48,44.0
20192278,2.0,31.0
20192279,5.0,56.7
20192280,3.25,38.5
20192281,7.5,57.2
20192282,2.435,36.7
20192283,5.72,48.0
20192284,2.625,35.7
20192285,1.105,24.0
20192286,13.5,56.7
20192287,3.95,40.5
20192288,3.25,34.5
20192289,2.32,32.3
20192290,2.74,40.0
20192291,7.71,52.6
20192292,1.825,30.4
20192293,2.57,34.6
20192294,4.48,42.1
20192295,2.295,37.5
20192296,6.205,48.7
20192297,2.775,34.0
20192298,3.6,40.0
20192299,4.45,48.1
20192300,8.75,60.3
20192301,9.22,57.1
20192302,1.515,27.0
20192303,6.05,44.5
20192304,3.93,38.6
20192305,1.06,26.1
20192306,3.68,40.5
20192307,4.0,35.4
20192308,2.25,36.0
20192309,3.0,36.2
20192310,2.7,32.6
20192311,2.12,34.8
20192312,5.55,41.6
20192313,7.5,50.5
20192314,4.05,35.7
20192315,3.5,45.2
20192316,1.935,34.2
20192317,1.45,27.5
20192318,1.875,33.8
20192319,5.725,50.1
20192320,4.3,43.0
20192321,2.455,36.0
20192322,6.0,50.0
20192323,1.25,29.1
