ID,WEIGHT,LENGTH
20193489,4.9,44.5
20193490,2.765,37.2
20193491,2.105,33.5
20193492,1.03,28.0
20193493,2.75,37.7
20193494,2.77,38.5
20193495,1.78,27.5
20193496,3.385,40.8
20193497,2.455,45.1
20193498,5.55,51.3
20193499,3.55,40.9
20193500,4.77,44.9
20193501,3.315,37.3
20193502,7.3,50.6
20193503,1.96,34.6
20193504,2.815,34.0
20193505,2.04,35.0
20193506,2.5,35.9
20193507,1.75,29.2
20193508,4.93,46.0
20193509,2.285,32.2
20193510,3.3,42.8
20193511,1.5,28.5
20193512,6.87,51.5
20193513,1.76,34.8
20193514,6.25,42.1
20193515,4.7,44.7
20193516,3.75,43.8
20193517,1.54,34.1
20193518,3.465,44.5
20193519,1.715,30.4
20193520,4.445,42.0
20193521,7.0,51.0
20193522,18.6,64.9
20193523,2.625,35.9
20193524,1.365,30.0
20193525,7.35,54.6
20193526,1.34,30.5
20193527,1.64,27.1
20193528,3.225,33.0
20193529,3.35,33.8
20193530,2.54,37.7
20193531,5.6,42.0
20193532,3.25,38.8
20193533,2.44,37.0
20193534,3.88,41.1
20193535,3.95,44.9
20193536,1.845,33.0
20193537,4.96,45.5
20193538,4.0,39.4
20193539,11.925,56.8
20193540,1.125,28.8
20193541,3.79,43.2
20193542,4.09,43.5
20193543,2.425,32.0
20193544,1.5,32.3
20193545,2.4,36.5
20193546,1.7,29.6
20193547,6.0,48.5
20193548,4.93,45.0
20193549,14.185,57.3
20193550,6.135,49.5
20193551,3.2,37.1
20193552,2.31,32.5
20193553,2.5,34.5
20193554,1.75,28.5
20193555,2.275,33.1
20193556,7.0,61.4
20193557,4.475,44.5
20193558,1.405,33.3
20193559,8.5,46.7
20193560,2.11,35.0
20193561,7.25,50.4
20193562,1.65,30.0
20193563,1.665,32.0
20193564,4.625,42.3
20193565,2.125,35.0
20193566,2.61,35.1
20193567,3.325,39.2
20193568,5.73,48.8
20193569,4.6,44.0
20193570,5.945,55.8
20193571,2.035,31.9
20193572,4.195,43.2
20193573,1.525,28.3
20193574,5.5,46.9
20193575,4.5,43.8
20193576,6.5,48.7
20193577,3.49,39.9
20193578,2.025,38.6
20193579,5.495,45.5
20193580,5.125,44.7
20193581,4.0,44.2
20193582,2.665,38.5
20193583,4.25,36.8
20193584,8.0,53.6
20193585,2.665,37.3
20193586,7.295,59.4
20193587,3.85,36.4
20193588,3.0,41.0
20193589,4.47,42.5
20193590,2.3,30.3
20193591,3.0,36.0
20193592,2.95,39.6
20193593,3.25,39.0
20193594,1.7,29.5
20193595,3.8,43.5
20193596,5.7,47.1
20193597,1.6,35.5
20193598,4.75,37.1
20193599,1.39,28.7
20193600,5.125,46.8
20193601,1.225,29.2
20193602,3.6,35.0
20193603,4.75,42.3
20193604,4.345,42.6
20193605,4.795,43.5
20193606,3.625,41.8
20193607,3.13,39.5
20193608,1.28,32.0
20193609,1.7,28.4
20193610,4.5,43.0
20193611,5.26,48.2
20193612,3.1,37.0
20193613,4.0,43.0
20193614,3.45,40.2
20193615,1.84,30.6
20193616,4.725,43.5
20193617,7.35,49.5
20193618,2.55,36.5
20193619,4.05,41.4
20193620,1.53,32.7
20193621,3.0,34.8
20193622,1.81,40.7
20193623,3.775,35.1
20193624,5.3,46.3
20193625,4.075,44.3
20193626,4.375,41.2
20193627,5.0,36.9
20193628,5.26,45.6
20193629,6.18,45.3
20193630,2.0,20.8
20193631,4.65,45.7
20193632,1.03,26.2
20193633,6.125,50.5
20193634,1.55,32.5
20193635,8.62,56.1
20193636,4.5,45.7
20193637,2.1,30.0
20193638,10.075,58.7
20193639,8.165,50.0
20193640,5.0,44.7
20193641,4.415,38.4
20193642,1.88,34.0
20193643,3.25,33.7
20193644,1.455,31.2
20193645,1.135,30.1
20193646,1.615,34.0
20193647,3.0,37.2
20193648,1.65,32.0
20193649,2.47,38.2
20193650,2.25,34.2
20193651,2.0,30.5
20193652,1.5,30.5
20193653,1.76,34.3
20193654,3.63,40.7
20193655,2.15,32.0
20193656,1.5,24.5
20193657,3.07,37.6
20193658,1.58,33.8
20193659,3.165,40.7
20193660,2.35,31.0
20193661,2.475,34.7
20193662,1.09,28.0
20193663,5.95,49.7
20193664,3.555,42.5
20193665,4.025,38.6
20193666,2.375,36.9
20193667,10.855,60.8
20193668,3.77,43.2
20193669,3.35,38.5
20193670,1.525,30.0
20193671,5.55,49.7
20193672,5.4,56.0
20193673,4.0,45.9
20193674,3.5,33.7
20193675,5.615,49.0
20193676,4.07,43.2
20193677,6.625,47.8
20193678,4.375,43.7
20193679,3.845,36.8
20193680,4.325,47.0
20193681,2.75,34.2
20193682,7.525,58.3
20193683,3.4,33.2
20193684,2.75,34.7
20193685,6.0,47.7
20193686,1.75,35.4
20193687,4.0,37.0
20193688,2.0,31.4
20193689,2.625,37.8
20193690,5.0,45.7
20193691,1.835,31.6
20193692,6.25,47.0
20193693,3.0,34.0
20193694,4.25,46.4
20193695,3.41,41.1
20193696,3.875,40.7
20193697,2.775,35.7
20193698,1.75,30.6
20193699,5.2,39.4
20193700,4.925,43.8
20193701,2.365,34.2
20193702,4.91,43.8
20193703,3.3,34.7
20193704,7.0,56.4
20193705,1.185,30.0
20193706,2.955,37.5
20193707,6.115,48.6
20193708,3.735,44.6
20193709,1.525,31.9
20193710,3.25,38.1
20193711,2.295,36.0
20193712,3.5,34.4
20193713,6.875,50.0
20193714,2.16,32.5
20193715,7.3,60.2
20193716,2.53,39.2
20193717,2.75,41.0
20193718,1.25,30.7
20193719,4.725,41.5
20193720,1.5,30.3
20193721,1.25,26.4
20193722,4.285,38.0
20193723,3.0,34.0
20193724,4.13,42.1
20193725,4.15,42.3
20193726,6.065,46.7
20193727,1.25,28.6
20193728,1.5,31.0
20193729,3.75,40.5
20193730,4.175,40.5
20193731,4.0,41.9
20193732,7.625,59.6
20193733,1.875,31.9
20193734,4.35,41.0
20193735,1.25,26.6
20193736,3.465,39.5
20193737,1.015,26.2
20193738,4.4,40.3
20193739,4.305,48.0
20193740,1.75,33.2
20193741,2.885,35.5
20193742,8.25,42.0
20193743,6.325,51.0
20193744,4.375,46.4
20193745,2.8,35.5
20193746,2.125,30.4
20193747,1.6,30.4
20193748,11.0,55.1
20193749,5.29,45.1
20193750,3.75,42.5
20193751,2.125,32.6
20193752,2.385,38.3
20193753,3.95,36.5
20193754,2.9,35.7
20193755,3.175,50.4
20193756,1.945,29.8
20193757,4.45,43.5
20193758,4.25,37.3
20193759,8.48,56.5
20193760,4.665,42.7
20193761,3.0,37.3
20193762,1.25,30.3
20193763,2.59,37.6
20193764,5.5,56.8
20193765,1.545,28.9
20193766,2.95,40.1
20193767,1.285,30.7
20193768,5.0,42.0
20193769,4.8,43.2
20193770,6.295,44.2
20193771,1.765,33.0
20193772,10.0,48.5
20193773,3.42,43.5
20193774,2.345,34.0
20193775,4.5,37.1
20193776,3.34,41.2
20193777,2.525,34.5
20193778,4.7,40.9
20193779,4.8,44.4
20193780,9.9,44.6
20193781,4.1,38.0
20193782,1.845,33.1
20193783,2.25,33.6
20193784,2.75,40.0
20193785,4.25,46.5
20193786,1.725,31.1
20193787,4.43,43.2
20193788,14.25,73.8
20193789,3.59,39.0
20193790,2.175,34.0
20193791,1.77,33.9
20193792,1.255,21.5
20193793,1.21,28.5
20193794,1.075,29.1
20193795,2.83,43.7
20193796,2.75,36.5
20193797,1.28,30.0
20193798,7.34,57.5
20193799,1.875,28.0
20193800,10.25,61.2
20193801,1.625,31.1
20193802,2.95,40.7
20193803,3.25,38.0
20193804,2.37,33.0
20193805,4.375,43.1
20193806,2.775,36.1
20193807,1.03,29.6
20193808,5.155,45.8
20193809,3.25,37.2
20193810,5.4,44.3
20193811,8.175,54.0
20193812,3.115,37.0
20193813,2.62,36.2
20193814,1.14,22.3
20193815,3.435,37.2
20193816,1.28,24.6
20193817,2.8,37.8
20193818,5.5,47.6
20193819,3.5,39.2
20193820,5.25,46.5
20193821,1.0,27.5
20193822,3.25,42.6
20193823,3.275,39.9
20193824,4.39,44.3
20193825,2.865,38.0
20193826,4.35,36.2
20193827,4.35,43.3
20193828,1.875,34.4
20193829,2.555,34.2
20193830,15.125,61.6
20193831,5.5,44.2
20193832,2.02,37.2
20193833,3.925,53.5
20193834,4.51,52.1
20193835,8.375,47.6
20193836,1.7,35.9
20193837,4.15,41.8
20193838,5.485,50.0
20193839,3.865,44.0
20193840,2.25,30.8
20193841,3.09,40.0
20193842,1.5,31.0
20193843,5.225,38.5
20193844,3.355,43.5
20193845,3.725,50.0
20193846,1.765,30.1
20193847,5.54,48.6
20193848,2.31,36.4
20193849,3.88,40.0
20193850,4.745,44.0
20193851,4.37,42.6
20193852,3.63,43.4
20193853,7.75,51.6
20193854,1.595,28.7
20193855,4.125,41.2
20193856,2.485,38.2
20193857,7.75,50.0
20193858,5.25,45.5
20193859,5.09,45.2
20193860,7.5,51.1
20193861,8.25,52.7
20193862,5.25,35.0
20193863,4.99,41.7
20193864,3.53,36.5
20193865,3.5,47.2
20193866,1.25,30.8
20193867,1.86,34.6
20193868,1.5,27.9
20193869,2.245,38.5
20193870,4.5,42.8
20193871,4.075,42.0
20193872,3.2,34.4
20193873,1.4,25.6
20193874,4.0,43.7
20193875,3.625,41.7
20193876,2.44,36.4
20193877,6.115,48.7
20193878,3.645,36.1
20193879,3.69,38.0
20193880,1.19,28.9
20193881,2.805,38.7
20193882,7.395,53.9
20193883,3.765,43.0
20193884,2.435,37.8
20193885,2.5,36.2
20193886,7.86,54.0
20193887,2.65,31.9
20193888,2.0,33.7
20193889,4.175,37.2
20193890,2.195,33.7
20193891,1.08,26.7
20193892,3.0,36.8
20193893,1.75,31.0
20193894,2.665,40.5
20193895,5.395,44.9
20193896,1.45,28.5
20193897,2.375,36.6
20193898,2.085,34.7
20193899,1.2,21.5
20193900,3.25,38.2
20193901,1.5,25.0
20193902,4.0,43.5
20193903,5.0,41.5
20193904,3.95,34.9
20193905,2.73,39.6
20193906,4.08,40.1
20193907,1.16,28.9
20193908,1.9,28.7
20193909,4.5,39.4
20193910,3.185,40.0
20193911,2.535,40.8
20193912,1.68,30.5
20193913,2.425,34.0
20193914,6.25,40.2
20193915,3.505,42.2
20193916,1.355,27.8
20193917,4.25,44.2
20193918,1.35,21.9
20193919,4.5,42.2
20193920,1.55,29.0
20193921,4.1,43.5
20193922,3.88,45.0
20193923,5.42,46.3
20193924,3.6,41.3
20193925,3.95,40.7
20193926,1.3,24.9
20193927,1.875,31.7
20193928,2.5,37.6
20193929,5.535,47.8
20193930,4.5,46.8
20193931,5.175,44.7
20193932,1.77,32.3
20193933,4.25,44.9
20193934,1.0,27.0
20193935,1.78,34.4
20193936,5.04,42.5
20193937,2.945,41.0
20193938,1.34,29.9
20193939,7.75,50.0
20193940,4.125,44.9
20193941,16.64,69.0
20193942,4.375,45.5
20193943,1.54,31.4
20193944,9.895,63.8
20193945,6.55,56.9
20193946,6.0,38.9
20193947,4.69,47.5
20193948,5.9,47.8
20193949,2.655,37.5
20193950,3.48,40.5
20193951,1.25,30.0
20193952,1.65,30.4
20193953,7.25,49.0
20193954,4.695,46.4
20193955,5.125,46.2
20193956,4.255,46.0
20193957,2.75,34.0
20193958,7.25,51.9
20193959,3.325,42.5
20193960,1.375,29.1
20193961,1.75,36.2
20193962,8.25,31.1
20193963,4.5,42.7
20193964,3.17,40.2
20193965,2.11,32.4
20193966,1.46,27.5
20193967,4.55,38.0
20193968,5.0,44.6
20193969,1.28,30.0
20193970,2.575,33.8
20193971,3.075,41.0
20193972,8.695,56.0
20193973,1.84,32.4
20193974,2.475,38.9
20193975,5.835,46.0
20193976,1.89,31.0
20193977,2.625,34.2
20193978,2.86,40.0
20193979,1.75,30.0
20193980,8.37,52.6
20193981,4.75,44.6
20193982,7.5,49.7
20193983,2.65,39.3
20193984,2.965,38.8
20193985,4.83,48.5
20193986,3.38,48.8
20193987,2.5,33.5
20193988,1.0,24.5
20193989,5.535,46.1
20193990,1.435,34.0
20193991,5.75,45.1
20193992,3.05,34.8
20193993,4.21,37.1
20193994,2.755,41.4
20193995,5.75,48.5
20193996,2.0,34.0
20193997,5.55,47.8
20193998,2.725,38.6
20193999,3.75,41.2
20194000,4.1,43.1
20194001,5.94,47.0
20194002,2.125,33.6
20194003,2.505,37.0
20194004,2.15,34.0
20194005,4.25,44.0
20194006,2.51,39.3
20194007,1.76,29.5
20194008,1.85,31.0
20194009,4.5,37.4
20194010,3.87,43.5
20194011,2.75,34.1
20194012,4.605,44.0
20194013,2.625,35.3
20194014,1.25,31.5
20194015,1.55,28.2
20194016,3.35,40.0
20194017,1.3,29.2
20194018,3.2,37.3
20194019,2.73,41.5
20194020,7.515,52.5
20194021,2.625,35.5
20194022,2.325,33.0
20194023,2.395,39.5
20194024,7.35,59.6
20194025,10.375,58.9
20194026,4.25,42.0
20194027,4.155,42.6
20194028,2.625,39.5
20194029,4.025,31.0
20194030,3.46,42.2
20194031,2.14,36.3
20194032,4.25,48.0
20194033,2.0,37.0
20194034,2.14,36.5
20194035,6.705,54.0
20194036,1.58,32.1
20194037,3.0,38.3
20194038,6.375,47.4
20194039,5.75,47.1
20194040,6.625,48.3
20194041,2.55,38.7
20194042,11.25,58.5
20194043,1.5,33.2
20194044,5.505,45.0
20194045,3.375,42.8
20194046,4.225,39.0
20194047,2.31,38.0
20194048,2.0,29.7
20194049,4.575,43.5
20194050,3.25,33.4
20194051,3.27,42.0
20194052,1.5,31.4
20194053,6.775,49.4
20194054,5.125,45.0
20194055,2.21,33.4
20194056,1.055,30.8
20194057,2.06,37.5
20194058,2.225,36.1
20194059,1.7,31.4
20194060,2.26,33.5
20194061,2.83,41.9
20194062,3.135,38.3
20194063,2.525,39.0
20194064,1.035,27.6
20194065,3.88,39.9
20194066,2.525,38.2
20194067,2.775,39.0
20194068,1.95,34.5
20194069,3.495,41.6
20194070,7.25,48.3
20194071,6.28,50.4
20194072,3.775,42.0
20194073,2.3,35.7
20194074,4.5,36.5
20194075,6.05,47.5
20194076,3.125,39.2
20194077,2.7,33.0
20194078,1.76,31.2
20194079,2.575,39.0
20194080,7.75,60.3
20194081,13.9,61.7
20194082,2.165,33.0
20194083,3.505,43.3
20194084,4.595,42.9
20194085,4.965,47.5
20194086,2.65,39.5
20194087,1.5,29.6
20194088,2.25,32.0
20194089,3.75,37.2
20194090,1.65,30.0
20194091,2.86,35.1
20194092,6.5,53.6
20194093,2.5,35.9
20194094,1.825,31.8
20194095,2.34,35.8
20194096,4.2,40.0
20194097,2.125,31.6
20194098,2.005,45.8
20194099,12.485,58.0
20194100,2.835,35.0
20194101,4.125,43.8
20194102,3.15,40.1
20194103,7.45,50.5
20194104,2.295,37.5
20194105,1.6,28.3
20194106,4.25,40.5
20194107,2.66,34.1
20194108,3.15,38.2
20194109,1.065,29.2
20194110,5.75,52.8
20194111,18.155,66.8
20194112,1.96,31.3
20194113,1.4,23.0
20194114,4.62,44.5
20194115,1.17,30.2
20194116,3.25,33.4
20194117,1.625,30.2
20194118,3.25,36.3
20194119,4.265,53.0
20194120,2.81,40.0
20194121,4.125,37.0
20194122,3.365,41.6
20194123,2.435,34.0
20194124,4.785,49.5
20194125,3.5,34.8
20194126,1.18,29.8
20194127,5.165,49.1
20194128,3.19,42.0
20194129,2.55,33.7
20194130,4.605,47.6
20194131,3.25,36.2
20194132,1.45,32.1
20194133,4.705,42.0
20194134,4.0,37.1
20194135,3.75,34.9
20194136,1.45,24.2
20194137,2.545,33.8
20194138,3.05,38.5
20194139,3.75,40.3
20194140,2.875,37.7
20194141,6.2,49.8
20194142,2.54,37.5
20194143,2.15,34.4
20194144,5.55,52.8
20194145,1.15,29.2
20194146,5.05,45.5
20194147,3.405,36.0
20194148,2.02,30.5
20194149,8.1,54.0
20194150,2.675,38.8
20194151,1.235,23.5
20194152,2.44,37.5
20194153,4.1,44.7
20194154,5.435,52.0
20194155,5.0,45.7
20194156,5.75,51.1
20194157,7.0,51.0
20194158,1.125,28.2
20194159,2.125,36.5
20194160,2.45,38.0
20194161,3.74,42.5
20194162,3.875,42.0
20194163,5.625,38.0
20194164,5.425,48.5
20194165,5.1,47.1
20194166,5.025,47.5
20194167,3.3,38.0
20194168,1.825,33.9
20194169,13.625,61.2
20194170,3.7,40.7
20194171,3.5,37.2
20194172,3.8,40.0
20194173,3.55,43.6
20194174,3.03,39.4
20194175,1.3,30.3
20194176,1.75,34.2
20194177,3.0,33.4
20194178,3.75,46.2
20194179,2.105,55.1
20194180,2.0,31.4
20194181,1.0,26.7
20194182,1.0,26.0
20194183,4.25,42.2
20194184,4.55,41.2
20194185,7.9,57.7
20194186,3.55,37.9
20194187,3.4,33.3
20194188,3.41,39.8
20194189,2.55,34.0
20194190,1.585,31.0
20194191,10.7,56.3
20194192,5.0,43.2
20194193,4.0,45.5
20194194,9.45,58.5
20194195,3.65,38.8
20194196,1.27,28.4
20194197,3.75,41.5
20194198,8.075,54.0
20194199,4.66,47.0
20194200,9.1,45.4
20194201,5.4,48.5
20194202,2.0,34.3
20194203,2.25,38.4
20194204,5.925,47.4
20194205,2.4,37.1
20194206,4.05,42.0
20194207,2.285,36.5
20194208,3.9,35.0
20194209,4.5,36.0
20194210,1.24,30.0
20194211,5.015,47.0
20194212,1.9,30.7
20194213,1.0,26.8
20194214,5.275,47.0
20194215,1.38,28.4
20194216,2.12,35.4
20194217,1.25,25.6
20194218,6.325,50.5
20194219,4.185,41.9
20194220,2.0,29.9
20194221,5.0,45.1
20194222,2.825,34.1
20194223,2.75,37.2
20194224,6.625,49.2
20194225,7.025,58.5
20194226,6.045,50.3
20194227,2.7,40.0
20194228,5.25,48.4
20194229,10.0,59.0
20194230,5.5,45.6
20194231,4.0,44.6
20194232,2.815,39.8
20194233,2.15,33.0
20194234,5.15,48.4
20194235,6.3,49.9
20194236,4.3,41.5
20194237,1.815,31.5
20194238,1.125,30.3
20194239,3.75,42.3
20194240,2.05,32.8
20194241,1.75,32.7
20194242,2.85,34.2
20194243,7.25,51.0
20194244,7.25,50.3
20194245,4.08,40.3
20194246,5.175,48.2
20194247,2.2,32.5
20194248,5.04,47.1
20194249,2.75,35.8
20194250,5.0,44.7
20194251,2.5,30.0
20194252,6.12,48.0
20194253,1.9,28.0
20194254,3.95,42.5
20194255,1.67,29.5
20194256,5.74,54.0
20194257,3.535,42.2
20194258,4.375,49.6
20194259,2.25,35.9
20194260,9.375,64.1
20194261,2.84,34.5
20194262,2.84,38.5
20194263,5.7,49.4
20194264,1.25,28.8
20194265,1.54,27.8
20194266,2.115,36.2
20194267,1.225,29.0
20194268,3.6,38.5
20194269,2.15,37.5
20194270,1.925,34.2
20194271,2.25,33.0
20194272,3.625,43.8
20194273,1.73,36.0
20194274,5.96,46.9
20194275,4.615,47.2
20194276,4.25,46.7
20194277,3.185,37.2
20194278,5.3,49.0
20194279,1.5,34.0
20194280,3.875,37.8
20194281,2.05,32.3
20194282,5.615,49.4
20194283,5.0,44.4
20194284,16.75,61.3
20194285,2.91,39.5
20194286,3.4,36.2
20194287,4.35,45.4
20194288,4.05,34.8
20194289,7.775,46.7
20194290,3.75,41.5
20194291,2.205,31.5
20194292,3.625,46.1
20194293,3.05,38.5
20194294,4.675,43.5
20194295,5.125,45.0
20194296,1.485,29.5
20194297,3.7,39.0
20194298,3.24,49.1
20194299,3.85,45.5
20194300,1.555,29.5
20194301,7.25,51.2
20194302,4.0,42.0
20194303,3.6,35.8
20194304,3.22,37.7
20194305,4.76,44.0
20194306,1.375,29.8
20194307,3.675,40.1
20194308,1.03,24.5
20194309,3.945,37.0
20194310,1.625,30.6
20194311,6.5,50.6
20194312,3.4,37.9
20194313,1.85,32.0
20194314,6.5,48.3
20194315,1.525,27.1
20194316,1.86,31.3
20194317,15.375,70.0
20194318,5.75,48.6
20194319,6.17,45.5
20194320,4.2,43.7
20194321,4.5,37.1
20194322,3.75,34.6
20194323,5.88,48.7
20194324,2.0,30.6
20194325,9.405,57.4
20194326,6.625,53.5
20194327,3.37,37.3
20194328,3.75,40.0
20194329,2.15,31.7
20194330,1.65,30.8
20194331,2.75,39.1
20194332,1.495,31.5
20194333,6.875,50.6
20194334,3.065,37.3
20194335,3.025,33.2
20194336,2.0,34.7
20194337,5.625,48.1
20194338,4.99,44.7
20194339,1.23,28.5
20194340,6.25,47.8
20194341,2.995,40.0
20194342,2.85,35.2
20194343,4.8,53.3
20194344,2.025,30.5
20194345,1.87,31.5
20194346,2.25,28.7
20194347,3.945,40.0
20194348,1.27,26.5
20194349,5.0,45.9
20194350,3.97,42.2
20194351,3.515,39.2
20194352,8.92,54.8
20194353,4.535,42.3
20194354,4.3,42.5
20194355,3.56,41.6
20194356,1.925,33.5
20194357,4.105,42.0
20194358,2.52,37.6
20194359,1.75,32.9
20194360,5.36,48.5
20194361,4.5,38.1
20194362,3.735,43.2
20194363,5.25,46.7
20194364,5.895,47.7
20194365,4.875,44.0
20194366,1.64,34.0
20194367,3.7,39.5
20194368,4.15,47.5
20194369,3.53,40.2
20194370,3.375,33.6
20194371,6.875,49.1
20194372,6.25,49.2
20194373,2.625,38.8
20194374,5.195,46.5
20194375,9.015,53.2
20194376,5.5,45.6
20194377,3.85,34.9
20194378,2.69,33.1
20194379,2.5,40.4
20194380,1.7,29.7
20194381,1.25,29.1
20194382,1.25,30.9
20194383,5.35,57.6
20194384,4.59,44.0
20194385,3.95,44.1
20194386,3.275,40.2
20194387,4.0,36.7
20194388,2.0,30.7
20194389,4.03,42.0
20194390,3.375,46.2
20194391,1.25,26.4
20194392,1.735,29.3
20194393,3.065,39.0
20194394,3.52,40.5
20194395,2.54,33.7
20194396,3.04,36.0
20194397,4.785,47.0
20194398,3.75,42.4
20194399,6.0,51.2
20194400,3.3,42.5
20194401,5.125,47.4
20194402,2.62,34.5
20194403,6.035,54.8
20194404,5.135,46.8
20194405,3.96,45.5
20194406,1.9,31.0
20194407,3.0,37.5
20194408,4.875,44.1
20194409,3.875,38.6
20194410,3.5,42.3
20194411,4.85,42.6
20194412,4.175,44.6
20194413,7.0,48.9
20194414,2.875,39.0
20194415,3.28,40.8
20194416,2.625,35.9
20194417,2.36,35.8
20194418,7.06,50.0
20194419,4.375,49.5
20194420,3.135,38.5
20194421,2.275,32.0
20194422,1.125,28.8
20194423,3.5,44.6
20194424,2.125,30.6
20194425,2.54,37.4
20194426,3.915,45.0
20194427,3.78,44.5
20194428,1.125,27.8
20194429,6.575,49.6
20194430,9.49,59.4
20194431,1.48,31.6
20194432,3.25,42.0
20194433,3.0,36.0
20194434,6.17,44.5
20194435,2.95,39.0
20194436,3.98,43.2
20194437,1.145,30.3
20194438,4.075,43.6
20194439,2.295,34.5
20194440,4.55,37.0
20194441,3.9,35.8
20194442,8.6,53.8
20194443,2.75,38.5
20194444,5.755,49.4
20194445,2.75,39.4
20194446,3.46,43.0
20194447,4.0,36.2
20194448,1.925,26.4
20194449,4.115,53.9
20194450,6.6,40.1
20194451,1.27,30.5
20194452,1.0,24.6
20194453,4.185,47.0
20194454,1.61,33.0
20194455,3.55,35.5
20194456,4.125,45.1
20194457,2.8,33.0
20194458,4.825,44.2
20194459,5.625,46.5
20194460,5.45,50.5
20194461,1.935,34.5
20194462,4.375,41.6
20194463,1.0,26.8
20194464,1.895,34.5
20194465,4.025,41.4
20194466,4.875,48.1
20194467,3.925,39.5
20194468,3.64,40.2
20194469,4.0,42.5
20194470,2.4,40.5
20194471,4.05,37.0
20194472,4.625,43.0
20194473,3.4,41.5
20194474,1.555,32.1
20194475,5.25,47.6
20194476,1.76,31.6
20194477,3.715,38.0
20194478,3.95,41.0
20194479,3.6,33.5
20194480,2.195,29.8
20194481,7.235,57.7
20194482,4.55,44.1
20194483,7.25,50.1
20194484,2.375,35.5
20194485,4.985,47.5
20194486,1.795,33.0
20194487,3.6,40.0
20194488,2.07,29.6
20194489,5.1,43.7
20194490,3.0,38.7
20194491,4.0,45.4
20194492,6.88,51.5
20194493,6.7,53.6
20194494,5.1,49.5
20194495,1.4,38.8
20194496,3.0,42.9
20194497,2.51,36.4
20194498,3.155,40.5
20194499,2.655,33.3
20194500,3.545,41.8
20194501,2.88,38.0
20194502,1.74,29.1
20194503,1.625,31.9
20194504,1.75,32.4
20194505,5.485,50.1
20194506,4.25,43.6
20194507,2.45,32.5
20194508,1.7,28.6
20194509,1.97,36.0
20194510,4.15,42.8
20194511,2.625,40.1
20194512,2.25,36.5
20194513,1.84,33.0
20194514,3.875,35.5
20194515,2.0,34.4
20194516,2.37,30.5
20194517,4.3,36.9
20194518,2.89,47.8
20194519,3.86,40.7
20194520,1.35,27.5
20194521,11.025,59.9
20194522,5.3,51.5
20194523,2.65,33.0
20194524,7.4,43.0
20194525,2.5,33.3
20194526,1.195,21.8
20194527,7.265,50.8
20194528,11.1,50.5
20194529,6.39,48.1
20194530,1.915,36.1
20194531,4.5,44.2
20194532,7.5,51.6
20194533,3.75,48.4
20194534,4.115,41.5
20194535,4.0,41.4
20194536,3.35,41.0
20194537,5.125,43.0
20194538,3.765,39.8
20194539,4.15,41.0
20194540,4.8,45.1
20194541,1.72,31.0
20194542,1.75,34.6
20194543,1.875,33.5
20194544,4.94,50.8
20194545,2.445,38.5
20194546,4.91,48.3
20194547,2.25,36.6
20194548,4.28,40.5
20194549,4.225,38.2
20194550,2.325,30.5
20194551,4.05,35.5
20194552,4.375,41.7
20194553,4.25,38.8
20194554,2.9,34.5
20194555,2.05,35.0
20194556,4.715,45.7
20194557,5.865,51.8
20194558,7.8,50.5
20194559,4.75,48.1
20194560,1.99,33.1
20194561,3.15,39.5
20194562,1.25,30.2
20194563,2.25,34.2
20194564,1.375,28.4
20194565,3.5,35.7
20194566,3.0,36.2
20194567,4.955,48.5
20194568,3.6,35.8
20194569,4.5,42.4
20194570,2.97,41.3
20194571,1.27,31.5
20194572,9.75,54.2
20194573,5.0,43.3
20194574,1.21,28.6
20194575,4.7,40.5
20194576,1.74,36.0
20194577,12.14,65.3
20194578,5.875,51.8
20194579,2.96,37.0
20194580,2.4,38.7
20194581,4.375,44.8
20194582,6.0,45.8
20194583,1.415,28.2
20194584,2.25,33.2
20194585,3.62,45.9
20194586,3.525,35.0
20194587,5.0,46.0
20194588,2.71,39.1
20194589,1.96,31.9
20194590,4.355,43.7
20194591,2.625,34.9
20194592,6.25,51.8
20194593,1.25,28.8
20194594,6.505,47.7
20194595,4.05,43.0
20194596,3.985,44.5
20194597,5.05,45.2
20194598,3.475,40.1
20194599,4.52,43.9
20194600,4.18,47.9
20194601,2.385,36.7
20194602,3.5,43.3
20194603,1.25,27.5
20194604,1.655,30.8
20194605,3.205,40.0
20194606,4.5,43.1
20194607,2.005,29.0
20194608,2.375,61.0
20194609,4.96,50.7
20194610,2.61,38.5
20194611,6.925,50.3
20194612,1.5,29.2
20194613,9.445,63.5
20194614,8.15,54.1
20194615,2.5,37.6
20194616,4.285,42.8
20194617,1.88,30.3
20194618,2.02,34.9
20194619,1.89,30.6
20194620,2.0,37.8
20194621,2.11,93.6
20194622,7.2,50.3
20194623,1.4,25.7
20194624,2.505,35.1
20194625,3.7,35.8
20194626,3.0,39.2
20194627,3.625,37.7
20194628,2.575,38.0
20194629,2.375,36.2
20194630,5.05,37.8
20194631,2.055,30.2
20194632,1.4,33.0
20194633,5.15,48.0
20194634,1.7,33.0
20194635,4.92,46.5
20194636,1.0,29.5
20194637,1.5,32.5
20194638,2.5,33.0
20194639,2.98,42.0
20194640,4.165,45.1
20194641,5.13,46.2
20194642,1.12,29.4
20194643,16.9,62.3
20194644,3.0,34.5
20194645,3.65,46.0
20194646,1.625,33.1
20194647,2.52,36.1
20194648,5.24,45.8
20194649,7.74,52.0
20194650,1.45,26.0
20194651,12.875,52.2
20194652,3.96,44.7
20194653,1.115,24.7
