Estimate
120000.0
115000.0
114000.0
120000.0
110000.0
115000.0
105000.0
110000.0
115000.0
110000.0
114000.0
105000.0
115000.0
120000.0
115000.0
110000.0
115000.0
100000.0
110000.0
113000.0
110000.0
115000.0
101000.0
105000.0
115000.0
103500.0
115000.0
103500.0
115000.0
115000.0
105000.0
107500.0
101000.0
110000.0
101000.0
100000.0
115000.0
115000.0
119000.0
115000.0
103500.0
109000.0
120000.0
110000.0
102500.0
115000.0
97500.0
113000.0
102500.0
115000.0
100000.0
119500.0
110000.0
103500.0
110000.0
110000.0
100000.0
120000.0
115000.0
105000.0
115000.0
110000.0
100000.0
115000.0
105000.0
114000.0
102500.0
110000.0
110000.0
110000.0
102500.0
110000.0
101000.0
115000.0
120000.0
112500.0
105000.0
115000.0
110000.0
115000.0
100000.0
101000.0
110000.0
120000.0
117500.0
110000.0
115000.0
105000.0
112500.0
115000.0
115000.0
102500.0
103500.0
95500.0
110000.0
100000.0
115000.0
115000.0
110000.0
110000.0
110000.0
105000.0
119500.0
107500.0
120000.0
119000.0
105000.0
102000.0
115000.0
100000.0
115000.0
110000.0
110000.0
119500.0
119500.0
112500.0
115000.0
103500.0
117000.0
114000.0
114000.0
105000.0
120000.0
120000.0
112500.0
115000.0
110000.0
107500.0
105000.0
110000.0
115000.0
110000.0
100000.0
120000.0
113000.0
115000.0
114000.0
114000.0
105000.0
111500.0
106000.0
110000.0
102500.0
115000.0
106000.0
110000.0
115000.0
105000.0
105000.0
110000.0
115000.0
110000.0
107500.0
101000.0
115000.0
119500.0
114000.0
112500.0
115000.0
114000.0
100000.0
117000.0
111500.0
110000.0
115000.0
115000.0
117000.0
101000.0
114000.0
115000.0
120000.0
113000.0
106000.0
107500.0
100000.0
110000.0
107500.0
100000.0
87000.0
105000.0
119500.0
105000.0
115000.0
112500.0
110000.0
115000.0
105000.0
105000.0
111500.0
100000.0
115000.0
115000.0
114000.0
115000.0
107500.0
115000.0
114000.0
117000.0
91000.0
103500.0
111500.0
110000.0
105000.0
110000.0
100000.0
115000.0
110000.0
114000.0
110000.0
110000.0
115000.0
111500.0
107500.0
100000.0
110000.0
110000.0
115000.0
107500.0
120000.0
115000.0
115000.0
100000.0
100000.0
117500.0
112500.0
98500.0
110000.0
107500.0
119500.0
105000.0
110000.0
109000.0
110000.0
105000.0
120000.0
112500.0
115000.0
115000.0
110000.0
119500.0
115000.0
110000.0
105000.0
105000.0
115000.0
120000.0
107500.0
110000.0
110000.0
100000.0
100000.0
114000.0
110000.0
98750.0
115000.0
100000.0
110000.0
100000.0
100000.0
112500.0
102000.0
115000.0
101000.0
110000.0
110000.0
110000.0
115000.0
111500.0
105000.0
115000.0
101000.0
100000.0
115000.0
110000.0
114000.0
97500.0
115000.0
117500.0
114000.0
102500.0
105000.0
100000.0
109000.0
105000.0
110000.0
90500.0
107500.0
115000.0
113000.0
107500.0
105000.0
110000.0
110000.0
115000.0
110000.0
110000.0
98750.0
117000.0
101000.0
101000.0
115000.0
109000.0
113000.0
110000.0
120000.0
115000.0
105000.0
107500.0
114000.0
110000.0
111500.0
110000.0
111500.0
113000.0
114000.0
110000.0
110000.0
110000.0
115000.0
110000.0
110000.0
105000.0
117000.0
115000.0
110000.0
101000.0
115000.0
115000.0
100000.0
100000.0
120000.0
115000.0
113000.0
107500.0
120000.0
110000.0
115000.0
115000.0
98750.0
120000.0
115000.0
100000.0
110000.0
102000.0
103500.0
115000.0
107500.0
107500.0
107500.0
102000.0
100000.0
107500.0
110000.0
110000.0
115000.0
110000.0
110000.0
112500.0
100000.0
114000.0
110000.0
119500.0
107500.0
110000.0
120000.0
97000.0
105000.0
115000.0
111500.0
103500.0
102000.0
100000.0
115000.0
115000.0
115000.0
100000.0
112500.0
110000.0
105000.0
115000.0
105000.0
115000.0
105000.0
107500.0
110000.0
110000.0
115000.0
113000.0
120000.0
110000.0
110000.0
120000.0
115000.0
111500.0
130000.0
111500.0
112500.0
115000.0
115000.0
117000.0
117000.0
112500.0
111500.0
97250.0
100000.0
105000.0
110000.0
100000.0
115000.0
113000.0
100000.0
112500.0
105000.0
110000.0
114000.0
130000.0
102500.0
120000.0
114000.0
103500.0
110000.0
112500.0
111500.0
115000.0
115000.0
115000.0
110000.0
115000.0
111500.0
117500.0
101000.0
98500.0
110000.0
114000.0
111500.0
115000.0
105000.0
102500.0
103500.0
110000.0
97250.0
100000.0
100000.0
103500.0
119000.0
105000.0
112500.0
100000.0
110000.0
115000.0
105000.0
103500.0
114000.0
111500.0
120000.0
114000.0
110000.0
98750.0
115000.0
112500.0
115000.0
100000.0
100000.0
110000.0
110000.0
107500.0
107500.0
107500.0
114000.0
115000.0
103500.0
111500.0
115000.0
88250.0
110000.0
102000.0
115000.0
120000.0
115000.0
117000.0
110000.0
93500.0
115000.0
98750.0
105000.0
114000.0
100000.0
110000.0
101000.0
